,value_as_string,0,1,2
1220,T10M^T10M BY05^BY05-25,T10M,T10M BY05,BY05-25
916,T10M^T10M BY04^BY04-21,T10M,T10M BY04,BY04-21
1669,T10M^T10M BY06^BY06-28,T10M,T10M BY06,BY06-28
1175,T10O^T10O BY02^BY02-08,T10O,T10O BY02,BY02-08
612,T10O^T10O BY03^BY03-17,T10O,T10O BY03,BY03-17
1771,T10O^T10O BY02^BY02-06,T10O,T10O BY02,BY02-06
1583,T10O^T10O BY03^BY03-16,T10O,T10O BY03,BY03-16
857,T10O^T10O BY01^BY01-03,T10O,T10O BY01,BY01-03
855,T10O^T10O BY02^BY02-07,T10O,T10O BY02,BY02-07
1790,T10O^T10O BY01^BY01-01,T10O,T10O BY01,BY01-01
1444,T10O^T10O BY01^BY01-04,T10O,T10O BY01,BY01-04
843,T10O^T10O SR11^SR11-11,T10O,T10O SR11,SR11-11
1574,T10O^T10O WAITING^WAIT,T10O,T10O WAITING,WAIT
1294,T10O^T10O BY01^BY01-02,T10O,T10O BY01,BY01-02
1271,T10O^T10O SR10^SR10-10,T10O,T10O SR10,SR10-10
209,T10O^T10O BY03^BY03-18,T10O,T10O BY03,BY03-18
300,T10O^T10O BY03^BY03-15,T10O,T10O BY03,BY03-15
543,T10O^null^null,T10O,null,null
1712,T10O^T10O SR09^SR09-09,T10O,T10O SR09,SR09-09
1236,T10O^T10O BY03^BY03-14,T10O,T10O BY03,BY03-14
889,T10O^T10O BY02^BY02-05,T10O,T10O BY02,BY02-05
764,T10S^T10S BY13^BY13-61,T10S,T10S BY13,BY13-61
1645,T10S^T10S BY11^BY11-54,T10S,T10S BY11,BY11-54
841,T10S^T10S BY09^BY09-42,T10S,T10S BY09,BY09-42
1642,T10S^T10S BY12^BY12-57,T10S,T10S BY12,BY12-57
1055,T10S^T10S BY07^BY07-36,T10S,T10S BY07,BY07-36
832,T10S^T10S BY07^BY07-33,T10S,T10S BY07,BY07-33
387,T10S^T10S BY12^BY12-58,T10S,T10S BY12,BY12-58
510,T10S^T10S BY11^BY11-52,T10S,T10S BY11,BY11-52
1088,T10S^T10S BY07^BY07-34,T10S,T10S BY07,BY07-34
891,T10S^T10S WAITING^WAIT,T10S,T10S WAITING,WAIT
1493,T10S^T10S BY10^BY10-46,T10S,T10S BY10,BY10-46
314,T10S^T10S BY10^BY10-48,T10S,T10S BY10,BY10-48
198,T10S^T10S BY13^BY13-63,T10S,T10S BY13,BY13-63
1710,T10S^T10S BY08^BY08-37,T10S,T10S BY08,BY08-37
973,T10S^T10S BY09^BY09-45,T10S,T10S BY09,BY09-45
650,T10S^T10S BY08^BY08-40,T10S,T10S BY08,BY08-40
405,T10S^T10S BY12^BY12-56,T10S,T10S BY12,BY12-56
1557,T10S^T10S BY11^BY11-55,T10S,T10S BY11,BY11-55
924,T10S^T10S SR41^SR41-41,T10S,T10S SR41,SR41-41
771,T10S^T10S BY10^BY10-47,T10S,T10S BY10,BY10-47
250,T10S^T10S BY10^BY10-49,T10S,T10S BY10,BY10-49
826,T10S^T10S SR50^SR50-50,T10S,T10S SR50,SR50-50
1347,T10S^T10S BY08^BY08-39,T10S,T10S BY08,BY08-39
1523,T10S^T10S SR51^SR51-51,T10S,T10S SR51,SR51-51
1598,T10S^T10S BY13^BY13-62,T10S,T10S BY13,BY13-62
77,T10S^T10S BY07^BY07-32,T10S,T10S BY07,BY07-32
665,T10S^T10S BY07^BY07-35,T10S,T10S BY07,BY07-35
1680,T10S^T10S BY09^BY09-44,T10S,T10S BY09,BY09-44
900,T10S^T10S BY12^BY12-59,T10S,T10S BY12,BY12-59
1757,T10S^T10S BY13^BY13-60,T10S,T10S BY13,BY13-60
295,T10S^T10S BY08^BY08-38,T10S,T10S BY08,BY08-38
715,T10S^T10S BY09^BY09-43,T10S,T10S BY09,BY09-43
411,T10S^T10S BY11^BY11-53,T10S,T10S BY11,BY11-53
549,T11D^T11NO WAITING^WAIT,T11D,T11NO WAITING,WAIT
234,T11D^11NO BY06^BY06-02,T11D,11NO BY06,BY06-02
1718,T11D^11NO BY06^BY06-01,T11D,11NO BY06,BY06-01
1721,T11D^11NO BY06^BY06-06,T11D,11NO BY06,BY06-06
366,T11D^11NO BY06^BY06-03,T11D,11NO BY06,BY06-03
1415,T11D^11NO BY06^BY06-04,T11D,11NO BY06,BY06-04
302,T11D^11NO BY06^BY06-05,T11D,11NO BY06,BY06-05
603,T11E^T11E BY02^BY02-28,T11E,T11E BY02,BY02-28
921,T11E^T11E BY02^BY02-26,T11E,T11E BY02,BY02-26
1662,T11E^T11E BY02^BY02-27,T11E,T11E BY02,BY02-27
35,T11E^T11E BY01^BY01-17,T11E,T11E BY01,BY01-17
336,T11E^T11E WAITING^WAIT,T11E,T11E WAITING,WAIT
903,T11E^T11E BY01^BY01-19,T11E,T11E BY01,BY01-19
1744,T11E^T11E BY02^BY02-29,T11E,T11E BY02,BY02-29
1513,T11E^T11E BY02^BY02-30,T11E,T11E BY02,BY02-30
1695,T11E^T11E BY01^BY01-20,T11E,T11E BY01,BY01-20
497,T11E^null^null,T11E,null,null
218,T11E^T11E BY01^BY01-18,T11E,T11E BY01,BY01-18
107,T11E^T11E BY02^BY02-25,T11E,T11E BY02,BY02-25
1693,T11N^T11N HR02^HR02-02,T11N,T11N HR02,HR02-02
42,T11N^T11N HR01^HR01-01,T11N,T11N HR01,HR01-01
204,T11N^null^null,T11N,null,null
777,T11N^T11N CB09^CB09-09,T11N,T11N CB09,CB09-09
1213,T11N^T11N BY02^BY02-14,T11N,T11N BY02,BY02-14
214,T11N^T11N BY01^BY01-04,T11N,T11N BY01,BY01-04
869,T11N^T11N BY01^BY01-05,T11N,T11N BY01,BY01-05
1158,T11N^T11N BY02^BY02-15,T11N,T11N BY02,BY02-15
1120,T11N^T11N BY02^BY02-11,T11N,T11N BY02,BY02-11
173,T11N^T11N CB08^CB08-08,T11N,T11N CB08,CB08-08
424,T11N^T11N CB07^CB07-07,T11N,T11N CB07,CB07-07
485,T11N^T11N CB10^CB10-10,T11N,T11N CB10,CB10-10
1142,T11N^T11N BY02^BY02-12,T11N,T11N BY02,BY02-12
578,T11N^T11N BY01^BY01-03,T11N,T11N BY01,BY01-03
17,T11N^T11N WAITING^WAIT,T11N,T11N WAITING,WAIT
609,T11N^T11N BY01^BY01-06,T11N,T11N BY01,BY01-06
1070,T11S^T11S BY05^BY05-33,T11S,T11S BY05,BY05-33
904,T11S^T11S CB36^CB36-36,T11S,T11S CB36,CB36-36
1656,T11S^T11S BY05^BY05-34,T11S,T11S BY05,BY05-34
1826,T11S^T11S CB37^CB37-37,T11S,T11S CB37,CB37-37
1666,T11S^T11S BY04^BY04-22,T11S,T11S BY04,BY04-22
1687,T11S^T11S BY04^BY04-24,T11S,T11S BY04,BY04-24
864,T11S^T11S CB39^CB39-39,T11S,T11S CB39,CB39-39
1805,T11S^T11S CB38^CB38-38,T11S,T11S CB38,CB38-38
1539,T11S^T11S BY04^BY04-21,T11S,T11S BY04,BY04-21
172,T11S^T11S BY04^BY04-23,T11S,T11S BY04,BY04-23
223,T11S^T11S CB27^CB31C-C,T11S,T11S CB27,CB31C-C
1308,T11S^T11S WAITING^WAIT,T11S,T11S WAITING,WAIT
1300,T11S^T11S CB26^CB31B-B,T11S,T11S CB26,CB31B-B
335,T11S^null^null,T11S,null,null
1434,T11S^T11S BY05^BY05-35,T11S,T11S BY05,BY05-35
1228,T11S^T11S BY05^BY05-32,T11S,T11S BY05,BY05-32
639,T11S^T11S CB25^CB31A-A,T11S,T11S CB25,CB31A-A
586,T12N^T12N SR01^SR01-01,T12N,T12N SR01,SR01-01
1719,T12N^T12N SR11^SR11-11,T12N,T12N SR11,SR11-11
1194,T12N^T12N SR06^SR06-06,T12N,T12N SR06,SR06-06
1525,T12N^T12N SR02^SR02-02,T12N,T12N SR02,SR02-02
1205,T12N^T12N BY01^BY01-09,T12N,T12N BY01,BY01-09
63,T12N^T12N BY01^BY01-10,T12N,T12N BY01,BY01-10
1555,T12N^T12N SR12^SR12-12,T12N,T12N SR12,SR12-12
950,T12N^T12N SR05^SR05-05,T12N,T12N SR05,SR05-05
399,T12N^T12N SR03^SR03-03,T12N,T12N SR03,SR03-03
1139,T12N^T12N SR04^SR04-04,T12N,T12N SR04,SR04-04
240,T12N^T12N WAITING^WAIT,T12N,T12N WAITING,WAIT
1593,T12N^T12N BY02^BY02-19,T12N,T12N BY02,BY02-19
937,T12N^T12N SR21^SR21-21,T12N,T12N SR21,SR21-21
1505,T12N^T12N BY01^BY01-07,T12N,T12N BY01,BY01-07
1230,T12N^T12N BY01^BY01-08,T12N,T12N BY01,BY01-08
1255,T12N^T12N BY02^BY02-17,T12N,T12N BY02,BY02-17
226,T12N^T12N SR20^SR20-20,T12N,T12N SR20,SR20-20
232,T12N^T12N BY02^BY02-16,T12N,T12N BY02,BY02-16
1819,T12N^T12N SR14^SR14-14,T12N,T12N SR14,SR14-14
340,T12N^T12N BY02^BY02-18,T12N,T12N BY02,BY02-18
1829,T12N^T12N BY02^BY02-15,T12N,T12N BY02,BY02-15
305,T12S^T12S CB29^CB29-29,T12S,T12S CB29,CB29-29
1079,T12S^T12S BY03^BY03-23,T12S,T12S BY03,BY03-23
280,T12S^T12S BY05^BY05-32,T12S,T12S BY05,BY05-32
1046,T12S^T12S BY06^BY06-35,T12S,T12S BY06,BY06-35
330,T12S^T12S BY04^BY04-28,T12S,T12S BY04,BY04-28
1043,T12S^T12S BY03^BY03-24,T12S,T12S BY03,BY03-24
69,T12S^T12S BY06^BY06-34,T12S,T12S BY06,BY06-34
1423,T12S^T12S CB40^CB40-40,T12S,T12S CB40,CB40-40
1117,T12S^T12S BY06^BY06-36,T12S,T12S BY06,BY06-36
255,T12S^T12S CB39^CB39-39,T12S,T12S CB39,CB39-39
980,T12S^T12S BY03^BY03-22,T12S,T12S BY03,BY03-22
189,T12S^T12S WAITING^WAIT,T12S,T12S WAITING,WAIT
919,T12S^T12S BY05^BY05-31,T12S,T12S BY05,BY05-31
1184,T12S^T12S BY05^BY05-30,T12S,T12S BY05,BY05-30
2,T12S^T12S BY04^BY04-27,T12S,T12S BY04,BY04-27
1183,T12S^T12S BY06^BY06-37,T12S,T12S BY06,BY06-37
861,T12S^T12S CB38^CB38-38,T12S,T12S CB38,CB38-38
1796,T12S^T12S BY04^BY04-25,T12S,T12S BY04,BY04-25
23,T12S^null^null,T12S,null,null
1471,T12S^T12S BY05^BY05-33,T12S,T12S BY05,BY05-33
1740,T12S^T12S BY04^BY04-26,T12S,T12S BY04,BY04-26
1759,T13N^T13N SR11^SR11-11,T13N,T13N SR11,SR11-11
1174,T13N^T13N SR09^SR09-09,T13N,T13N SR09,SR09-09
1224,T13N^T13N SR04^SR04-04,T13N,T13N SR04,SR04-04
1041,T13N^T13N SR03^SR03-03,T13N,T13N SR03,SR03-03
345,T13N^T13N BY02^BY02-24,T13N,T13N BY02,BY02-24
1281,T13N^T13N BY02^BY02-25,T13N,T13N BY02,BY02-25
1393,T13N^T13N SR14^SR14-14,T13N,T13N SR14,SR14-14
290,T13N^T13N SR06^SR06-06,T13N,T13N SR06,SR06-06
1617,T13N^T13N SR15^SR15-15,T13N,T13N SR15,SR15-15
794,T13N^T13N SR01^SR01-01,T13N,T13N SR01,SR01-01
674,T13N^T13N SR21^SR21-21,T13N,T13N SR21,SR21-21
509,T13N^T13N SR16^SR16-16,T13N,T13N SR16,SR16-16
1643,T13N^T13N SR05^SR05-05,T13N,T13N SR05,SR05-05
1729,T13N^T13N BY01^BY01-19,T13N,T13N BY01,BY01-19
1007,T13N^T13N SR12^SR12-12,T13N,T13N SR12,SR12-12
1660,T13N^T13N SR07^SR07-07,T13N,T13N SR07,SR07-07
37,T13N^T13N SR10^SR10-10,T13N,T13N SR10,SR10-10
1684,T13N^T13N WAITING^WAIT,T13N,T13N WAITING,WAIT
1758,T13N^T13N BY01^BY01-18,T13N,T13N BY01,BY01-18
1496,T13N^T13N SR08^SR08-08,T13N,T13N SR08,SR08-08
365,T13N^T13N BY02^BY02-23,T13N,T13N BY02,BY02-23
750,T13N^T13N BY01^BY01-17,T13N,T13N BY01,BY01-17
105,T13N^T13N BY02^BY02-22,T13N,T13N BY02,BY02-22
397,T13N^T13N SR02^SR02-02,T13N,T13N SR02,SR02-02
619,T13N^T13N BY01^BY01-20,T13N,T13N BY01,BY01-20
1318,T13S^T13S BY05^BY05-34,T13S,T13S BY05,BY05-34
1299,T13S^T13S BY06^BY06-40,T13S,T13S BY06,BY06-40
1450,T13S^T13S BY03^BY03-27,T13S,T13S BY03,BY03-27
227,T13S^T13S BY03^BY03-26,T13S,T13S BY03,BY03-26
43,T13S^T13S BY05^BY05-35,T13S,T13S BY05,BY05-35
721,T13S^T13S BY06^BY06-41,T13S,T13S BY06,BY06-41
1177,T13S^T13S BY04^BY04-30,T13S,T13S BY04,BY04-30
779,T13S^T13S BY05^BY05-37,T13S,T13S BY05,BY05-37
1263,T13S^T13S BY07^BY07-44,T13S,T13S BY07,BY07-44
1098,T13S^T13S BY07^BY07-45,T13S,T13S BY07,BY07-45
436,T13S^T13S BY06^BY06-38,T13S,T13S BY06,BY06-38
201,T13S^T13S BY04^BY04-32,T13S,T13S BY04,BY04-32
652,T13S^T13S BY03^BY03-28,T13S,T13S BY03,BY03-28
1820,T13S^T13S BY03^BY03-29,T13S,T13S BY03,BY03-29
83,T13S^T13S BY07^BY07-42,T13S,T13S BY07,BY07-42
1650,T13S^T13S BY06^BY06-39,T13S,T13S BY06,BY06-39
1490,T13S^T13S BY04^BY04-33,T13S,T13S BY04,BY04-33
616,T13S^T13S WAITING^WAIT,T13S,T13S WAITING,WAIT
84,T13S^T13S BY05^BY05-36,T13S,T13S BY05,BY05-36
1432,T13S^T13S BY04^BY04-31,T13S,T13S BY04,BY04-31
1191,T13S^T13S BY07^BY07-43,T13S,T13S BY07,BY07-43
415,T14N^T14N BY03^BY03-18,T14N,T14N BY03,BY03-18
694,T14N^T14N SR07^SR07-07,T14N,T14N SR07,SR07-07
1014,T14N^T14N BY03^BY03-19,T14N,T14N BY03,BY03-19
171,T14N^T14N WAITING^WAIT,T14N,T14N WAITING,WAIT
1369,T14N^T14N BY04^BY04-24,T14N,T14N BY04,BY04-24
282,T14N^T14N SR02^SR02-02,T14N,T14N SR02,SR02-02
54,T14N^T14N SR10^SR10-10,T14N,T14N SR10,SR10-10
1767,T14N^T14N BY02^BY02-12,T14N,T14N BY02,BY02-12
766,T14N^T14N BY01^BY01-05,T14N,T14N BY01,BY01-05
1755,T14N^T14N BY02^BY02-14,T14N,T14N BY02,BY02-14
108,T14N^T14N SR22^SR22-22,T14N,T14N SR22,SR22-22
271,T14N^T14N BY03^BY03-20,T14N,T14N BY03,BY03-20
1284,T14N^T14N BY04^BY04-27,T14N,T14N BY04,BY04-27
14,T14N^T14N SR08^SR08-08,T14N,T14N SR08,SR08-08
756,T14N^T14N BY01^BY01-03,T14N,T14N BY01,BY01-03
1511,T14N^T14N BY04^BY04-23,T14N,T14N BY04,BY04-23
1801,T14N^T14N BY01^BY01-04,T14N,T14N BY01,BY01-04
935,T14N^T14N BY01^BY01-06,T14N,T14N BY01,BY01-06
1812,T14N^T14N BY02^BY02-16,T14N,T14N BY02,BY02-16
343,T14N^T14N BY03^BY03-17,T14N,T14N BY03,BY03-17
746,T14N^T14N BY02^BY02-15,T14N,T14N BY02,BY02-15
839,T14N^T14N BY04^BY04-25,T14N,T14N BY04,BY04-25
373,T14N^T14N BY02^BY02-11,T14N,T14N BY02,BY02-11
1025,T14N^T14N SR01^SR01-01,T14N,T14N SR01,SR01-01
1567,T14N^T14N SR21^SR21-21,T14N,T14N SR21,SR21-21
1397,T14N^T14N BY04^BY04-26,T14N,T14N BY04,BY04-26
581,T14N^T14N SR09^SR09-09,T14N,T14N SR09,SR09-09
942,T14S^T14S SR38^SR38-38,T14S,T14S SR38,SR38-38
1037,T14S^T14S SR37^SR37-37,T14S,T14S SR37,SR37-37
597,T14S^T14S SR33^SR33-33,T14S,T14S SR33,SR33-33
275,T14S^T14S SR40^SR40-40,T14S,T14S SR40,SR40-40
358,T14S^T14S SR42^SR42-42,T14S,T14S SR42,SR42-42
1097,T14S^T14S SR30^SR30-30,T14S,T14S SR30,SR30-30
1288,T14S^T14S SR41^SR41-41,T14S,T14S SR41,SR41-41
75,T14S^T14S SR34^SR34-34,T14S,T14S SR34,SR34-34
1739,T14S^T14S SR36^SR36-36,T14S,T14S SR36,SR36-36
176,T14S^T14S SR39^SR39-39,T14S,T14S SR39,SR39-39
1482,T14S^T14S SR29^SR29-29,T14S,T14S SR29,SR29-29
853,T14S^T14S WAITING^WAIT,T14S,T14S WAITING,WAIT
979,T14S^T14S SR32^SR32-32,T14S,T14S SR32,SR32-32
313,T14S^T14S SR28^SR28-28,T14S,T14S SR28,SR28-28
1374,T14S^T14S SR31^SR31-31,T14S,T14S SR31,SR31-31
930,T14S^T14S SR35^SR35-35,T14S,T14S SR35,SR35-35
1240,T16N^T16N SR09^SR09-09,T16N,T16N SR09,SR09-09
482,T16N^T16N SR05^SR05-05,T16N,T16N SR05,SR05-05
833,T16N^T16N SR03^SR03-03,T16N,T16N SR03,SR03-03
1672,T16N^T16N SR15^SR15-15,T16N,T16N SR15,SR15-15
1676,T16N^T16N SR08^SR08-08,T16N,T16N SR08,SR08-08
1421,T16N^T16N SR17^SR17-17,T16N,T16N SR17,SR17-17
757,T16N^T16N SR02^SR02-02,T16N,T16N SR02,SR02-02
706,T16N^T16N SR11^SR11-11,T16N,T16N SR11,SR11-11
479,T16N^T16N SR10^SR10-10,T16N,T16N SR10,SR10-10
914,T16N^T16N SR07^SR07-07,T16N,T16N SR07,SR07-07
40,T16N^T16N SR14^SR14-14,T16N,T16N SR14,SR14-14
1202,T16N^T16N SR04^SR04-04,T16N,T16N SR04,SR04-04
1685,T16N^T16N SR06^SR06-06,T16N,T16N SR06,SR06-06
268,T16N^T16N SR18^SR18-18,T16N,T16N SR18,SR18-18
1332,T16N^T16N WAITING^WAIT,T16N,T16N WAITING,WAIT
1368,T16N^T16N SR16^SR16-16,T16N,T16N SR16,SR16-16
744,T16N^T16N SR12^SR12-12,T16N,T16N SR12,SR12-12
490,T16S^T16S SR30^SR30-30,T16S,T16S SR30,SR30-30
1307,T16S^T16S WAITING^WAIT,T16S,T16S WAITING,WAIT
686,T16S^T16S SR31^SR31-31,T16S,T16S SR31,SR31-31
529,T16S^T16S SR28^SR28-28,T16S,T16S SR28,SR28-28
604,T16S^T16S SR39^SR39-39,T16S,T16S SR39,SR39-39
972,T16S^T16S SR35^SR35-35,T16S,T16S SR35,SR35-35
1145,T16S^T16S SR38^SR38-38,T16S,T16S SR38,SR38-38
898,T16S^T16S SR33^SR33-33,T16S,T16S SR33,SR33-33
1314,T16S^T16S SR32^SR32-32,T16S,T16S SR32,SR32-32
1280,T16S^T16S SR36^SR36-36,T16S,T16S SR36,SR36-36
747,T16S^T16S SR37^SR37-37,T16S,T16S SR37,SR37-37
1658,T16S^T16S SR41^SR41-41,T16S,T16S SR41,SR41-41
114,T16S^T16S SR29^SR29-29,T16S,T16S SR29,SR29-29
1831,T16S^T16S SR27^SR27-27,T16S,T16S SR27,SR27-27
868,T16S^T16S SR26^SR26-26,T16S,T16S SR26,SR26-26
58,T16S^T16S SR40^SR40-40,T16S,T16S SR40,SR40-40
412,T16S^T16S SR34^SR34-34,T16S,T16S SR34,SR34-34
1033,T1DC^T-1 CB08^CB08-08,T1DC,T-1 CB08,CB08-08
1293,T1DC^T-1 SR01^SR01-01,T1DC,T-1 SR01,SR01-01
286,T1DC^T-1 CB05^CB05-05,T1DC,T-1 CB05,CB05-05
1821,T1DC^null^null,T1DC,null,null
811,T1DC^T-1 CB07^CB07-07,T1DC,T-1 CB07,CB07-07
1762,T1DC^T-1 CB01^CB01-01,T1DC,T-1 CB01,CB01-01
1553,T1DC^T-1 CB04^CB04-04,T1DC,T-1 CB04,CB04-04
1769,T1DC^T-1 WAITING^WAIT,T1DC,T-1 WAITING,WAIT
1003,T1DC^T-1 CB03^CB03-03,T1DC,T-1 CB03,CB03-03
258,T1DC^T-1 CB02^CB02-02,T1DC,T-1 CB02,CB02-02
834,T1DC^T-1 SR01^SR01-02CH,T1DC,T-1 SR01,SR01-02CH
55,T1DC^T-1 CB06^CB06-06,T1DC,T-1 CB06,CB06-06
1249,TDDC^MMKT HTD SR03^SR03-03,TDDC,MMKT HTD SR03,SR03-03
1752,TDDC^MMKT HTD SR02^SR02-02,TDDC,MMKT HTD SR02,SR02-02
1546,TDDC^MMKT HTD SR01^SR01-01,TDDC,MMKT HTD SR01,SR01-01
697,TDDC^MMKT HTD WAITING^WAIT,TDDC,MMKT HTD WAITING,WAIT
908,TDDC^MMKT HTD SR05^SR05-05,TDDC,MMKT HTD SR05,SR05-05
1017,TDDC^MMKT HTD SR04^SR04-04,TDDC,MMKT HTD SR04,SR04-04
303,TDDC^MMKT HTD SR06^SR06-06,TDDC,MMKT HTD SR06,SR06-06
892,THP3^UCHP03THR POOL01^THR,THP3,UCHP03THR POOL01,THR
1214,THP3^null^null,THP3,null,null
542,TPL^UCHPATLNGE POOL01^CHAIR,TPL,UCHPATLNGE POOL01,CHAIR
311,UCHT00CDU^UCH T00 CDU BY01^BY01-CH10,UCHT00CDU,UCH T00 CDU BY01,BY01-CH10
1665,UCHT00CDU^UCH T00 CDU BY01^BY01-CH08,UCHT00CDU,UCH T00 CDU BY01,BY01-CH08
978,UCHT00CDU^UCH T00 CDU BY01^BY01-CH11,UCHT00CDU,UCH T00 CDU BY01,BY01-CH11
524,UCHT00CDU^UCH T00 CDU BY01^BY01-CH02,UCHT00CDU,UCH T00 CDU BY01,BY01-CH02
79,UCHT00CDU^UCH T00 CDU BY01^BY01-CH13,UCHT00CDU,UCH T00 CDU BY01,BY01-CH13
782,UCHT00CDU^UCH T00 CDU BY01^BY01-CH12,UCHT00CDU,UCH T00 CDU BY01,BY01-CH12
1416,UCHT00CDU^UCH T00 CDU BY01^BY01-CH01,UCHT00CDU,UCH T00 CDU BY01,BY01-CH01
306,UCHT00CDU^UCH T00 CDU BY01^BY01-CH05,UCHT00CDU,UCH T00 CDU BY01,BY01-CH05
676,UCHT00CDU^UCH T00 CDU BY01^BY01-CH14,UCHT00CDU,UCH T00 CDU BY01,BY01-CH14
536,UCHT00CDU^UCH T00 CDU BY01^BY01-CH03,UCHT00CDU,UCH T00 CDU BY01,BY01-CH03
143,UCHT00CDU^UCH T00 CDU BY01^BY01-CH04,UCHT00CDU,UCH T00 CDU BY01,BY01-CH04
897,UCHT00CDU^UCH T00 CDU BY01^BY01-CH09,UCHT00CDU,UCH T00 CDU BY01,BY01-CH09
168,UCHT00CDU^UCH T00 CDU BY01^BY01-CH06,UCHT00CDU,UCH T00 CDU BY01,BY01-CH06
902,UCHT00CDU^UCH T00 CDU BY01^BY01-CH07,UCHT00CDU,UCH T00 CDU BY01,BY01-CH07
457,UCLHHOME^UCLHHOME POOL01^HOME,UCLHHOME,UCLHHOME POOL01,HOME
325,UCLHHOME^UCLHHOME POOL02^OLLALO,UCLHHOME,UCLHHOME POOL02,OLLALO
371,VPGH^OUTSC PGH POOL01^VIRTUAL,VPGH,OUTSC PGH POOL01,VIRTUAL
753,VYNQ^C2VH SR03^SR03-03,VYNQ,C2VH SR03,SR03-03
708,VYNQ^C2VH BY02^BY02-04,VYNQ,C2VH BY02,BY02-04
867,VYNQ^C2VH SR04^SR04-4A,VYNQ,C2VH SR04,SR04-4A
21,VYNQ^C2VH BY03^BY03-01,VYNQ,C2VH BY03,BY03-01
1728,VYNQ^C2VH BY02^BY02-06,VYNQ,C2VH BY02,BY02-06
427,VYNQ^C2VH BY04^BY04-01,VYNQ,C2VH BY04,BY04-01
505,VYNQ^C2VH WAITING^WAIT,VYNQ,C2VH WAITING,WAIT
470,VYNQ^C2VH BY02^BY02-01,VYNQ,C2VH BY02,BY02-01
1565,VYNQ^C2VH BY04^BY04-02,VYNQ,C2VH BY04,BY04-02
956,VYNQ^C2VH BY03^BY03-04,VYNQ,C2VH BY03,BY03-04
1099,VYNQ^C2VH BY04^BY04-04,VYNQ,C2VH BY04,BY04-04
439,VYNQ^C2VH BY01^BY01-06,VYNQ,C2VH BY01,BY01-06
760,VYNQ^C2VH SR01^SR01-01,VYNQ,C2VH SR01,SR01-01
911,VYNQ^C2VH BY03^BY03-05,VYNQ,C2VH BY03,BY03-05
76,VYNQ^C2VH BY03^BY03-06,VYNQ,C2VH BY03,BY03-06
1330,VYNQ^C2VH BY02^BY02-03,VYNQ,C2VH BY02,BY02-03
1538,VYNQ^null^null,VYNQ,null,null
1150,VYNQ^C2VH BY02^BY02-02,VYNQ,C2VH BY02,BY02-02
281,VYNQ^C2VH BY04^BY04-05,VYNQ,C2VH BY04,BY04-05
287,VYNQ^C2VH BY03^BY03-03,VYNQ,C2VH BY03,BY03-03
1123,VYNQ^C2VH BY01^BY01-01,VYNQ,C2VH BY01,BY01-01
1615,VYNQ^C2VH SR04^SR04-4B,VYNQ,C2VH SR04,SR04-4B
573,VYNQ^C2VH SR02^SR02-02,VYNQ,C2VH SR02,SR02-02
253,VYNQ^C2VH BY02^BY02-05,VYNQ,C2VH BY02,BY02-05
1022,VYNQ^C2VH BY04^BY04-06,VYNQ,C2VH BY04,BY04-06
569,VYNQ^C2VH BY01^BY01-05,VYNQ,C2VH BY01,BY01-05
987,VYNQ^C2VH BY03^BY03-02,VYNQ,C2VH BY03,BY03-02
1118,VYNQ^C2VH BY04^BY04-03,VYNQ,C2VH BY04,BY04-03
1383,VYNQ^C2VH BY01^BY01-03,VYNQ,C2VH BY01,BY01-03
320,VYNQ^C2VH BY01^BY01-04,VYNQ,C2VH BY01,BY01-04
47,VYNQ^C2VH BY01^BY01-02,VYNQ,C2VH BY01,BY01-02
1418,W01THR^null^null,W01THR,null,null
326,W01THR^WMSW01THR POOL01^THR,W01THR,WMSW01THR POOL01,THR
1425,W02OPDC^WMS W02OPDC POOL01^CLINIC,W02OPDC,WMS W02OPDC POOL01,CLINIC
511,WMSLITHO^W00LITHO RM01^NONE,WMSLITHO,W00LITHO RM01,NONE
293,WMSLITHO^W00LITHO RM01^SCANNER,WMSLITHO,W00LITHO RM01,SCANNER
1285,WMSPATLNGE^W00PATLNGE POOL01^CHAIR,WMSPATLNGE,W00PATLNGE POOL01,CHAIR
353,WMSXR^null^null,WMSXR,null,null
1433,WMSXR^WMSW01THR POOL01^THR,WMSXR,WMSW01THR POOL01,THR
52,WMSXR^WMSW01THR POOL01^null,WMSXR,WMSW01THR POOL01,null
1637,WSCC^WMSCCU CB04^CB04-04,WSCC,WMSCCU CB04,CB04-04
1766,WSCC^WMSCCU CB01^CB01-01,WSCC,WMSCCU CB01,CB01-01
666,WSCC^WMSCCU WAITING^WAIT,WSCC,WMSCCU WAITING,WAIT
448,WSCC^WMSCCU CB05^CB05-05,WSCC,WMSCCU CB05,CB05-05
188,WSCC^WMSCCU CB09^CB09-09,WSCC,WMSCCU CB09,CB09-09
798,WSCC^WMSCCU CB07^CB07-07,WSCC,WMSCCU CB07,CB07-07
548,WSCC^WMSCCU CB08^CB08-08,WSCC,WMSCCU CB08,CB08-08
1556,WSCC^WMSCCU CB03^CB03-03,WSCC,WMSCCU CB03,CB03-03
1322,WSCC^WMSCCU CB02^CB02-02,WSCC,WMSCCU CB02,CB02-02
19,WSCC^WMSCCU SR06^SR06-06,WSCC,WMSCCU SR06,SR06-06
1778,WSSS^WMSSSS SR14^SR14-14,WSSS,WMSSSS SR14,SR14-14
160,WSSS^WMSSSS BY01^BY01-05,WSSS,WMSSSS BY01,BY01-05
